112 80
-13.48 40.8895 -6.43042 40.3932 90.0219 -31.5691 -28.8384 -6.83792 76.2083 -14.2678 75.8512 78.4148 -80.6515 -77.9325 63.8443 -94.6838 58.4828 13.5039 6.12292 47.9111 40.0307 -64.0002 -23.3773 31.6463 5.76882 5.2216 -12.1521 -14.7574 -82.3136 37.6611 71.6857 -68.0649 -10.7971 82.2609 99.356 -8.48936 46.554 50.619 -43.3077 -23.9522 -0.316076 -55.8789 -35.0542 -5.25171 -63.3062 -35.8171 75.4066 38.588 -58.4231 -40.0247 -48.9191 80.3596 -20.9836 -79.1483 -86.6959 -1.81019 -21.8112 0.539813 -28.3054 -74.2132 -72.2625 16.7879 86.0877 -32.2064 76.2647 -31.3625 -20.7252 -74.9795 80.0158 -5.98007 42.7716 6.32783 34.5407 64.1151 -97.8043 14.6437 -20.1084 -66.9028 -13.1525 -6.3162 
2.08354 11.5724 -10.4752 -4.40902 44.4055 -11.3123 -20.229 -10.9083 36.2889 -3.48717 24.7257 23.6353 2.3817 0.939896 -9.23068 -18.7007 16.6984 6.38695 -8.98402 -2.35159 21.3469 -28.8297 -17.2383 7.0026 4.94281 5.038 -12.3155 -14.6855 -43.8911 24.3529 35.6141 -44.554 -2.94621 48.8169 49.8708 -10.8939 26.4069 27.1193 -27.8844 -18.7235 0.739865 -52.561 -33.8451 -5.80539 -9.02882 -4.08449 5.70989 -4.20502 -5.8416 -3.69968 -18.4068 3.73202 -3.78022 -25.514 -39.6546 -9.85612 -5.00356 3.75248 -17.7563 -38.8083 -36.1695 10.4547 40.075 -24.8362 48.3636 -17.4654 -17.8081 -50.3245 45.1301 0.134686 18.2877 -4.21578 23.97 43.4464 -68.209 4.09272 -0.496629 -10.6707 -12.3589 -13.3059 
-0.173995 3.26706 -5.32476 -8.81922 -8.20095 -2.78783 3.95458 -5.28817 -9.90259 -2.96533 1.90576 -7.76737 7.39458 7.37825 -12.2298 -6.92231 -8.09463 -2.71525 1.27915 -8.86297 -4.02867 -6.16279 1.13476 -4.13514 -1.28154 1.00951 -4.40812 -10.0712 -38.7037 21.9248 30.8531 -40.6461 -6.38969 8.69596 14.222 -6.48431 3.98127 6.796 -6.99182 -9.83802 -5.18464 -22.3052 -9.30731 -4.87286 -3.60108 -0.911235 -1.25978 -8.48432 -0.722518 -0.0839731 -14.3033 -4.27706 -7.27922 1.15949 10.1612 -5.04111 -5.64679 -0.450949 -3.15313 -15.2895 -18.5766 2.33043 17.7679 -13.4695 40.7311 -14.9467 -15.5321 -43.9677 2.69127 -2.28821 6.79352 -5.2624 -1.80589 5.77497 -9.87812 -3.17807 -1.89243 -2.45619 -5.17039 -10.4241 
-5.23505 0.424528 -2.01183 -4.84233 -12.6944 -0.552442 4.1131 -3.9371 -11.8246 -0.181114 -3.11693 -7.59638 1.18627 4.75695 -7.40469 -3.94964 -10.3877 -3.27787 1.99454 -8.95216 -8.16399 1.08639 0.844816 -4.62771 -2.43994 0.577737 -3.33705 -8.87551 -14.3278 6.11352 6.36894 -12.7889 -6.64962 0.112827 1.44219 -4.19864 -3.68339 1.55296 -2.15616 -5.46855 -6.31513 -7.56088 -3.04295 -3.96679 -3.25059 -0.473588 -1.99703 -8.53302 -2.75059 0.657549 -8.146 -4.61658 -6.99844 3.57267 7.85626 -3.48448 -6.18769 0.0824588 -0.621309 -3.32996 -7.4466 0.311022 0.66036 -4.58692 32.0062 -12.0357 -12.9793 -36.4349 -8.99388 -0.00677848 -1.52444 -3.71115 -6.96603 -0.921784 0.649284 -3.96116 -3.50599 -0.5512 -3.31404 -7.71347 
-5.65253 0.385276 -1.36567 -3.73233 -9.79356 0.176735 1.98685 -3.52058 -7.80013 -0.711305 -0.192181 -5.48514 -3.47924 2.07346 -2.87884 -3.05224 -5.84491 0.437234 -0.744167 -3.83358 -7.17539 0.475166 0.44898 -4.26038 -3.14392 0.642142 -2.7433 -7.41808 -2.88422 -0.363628 -3.40531 -0.571573 -6.5622 -0.680829 -0.0192657 -3.88928 -5.64119 0.574841 -0.823434 -2.84135 -5.67468 -1.11783 -1.3591 -3.33568 -4.26478 -0.00989273 -1.21968 -5.94513 -4.7828 1.04771 -1.91403 -3.36595 -5.67123 2.16468 1.70298 -3.03216 -5.50739 0.737549 -0.735641 -1.94722 -6.15157 0.164112 -1.19017 -3.5824 29.1841 -11.0555 -12.1042 -33.9222 -2.54633 -0.31691 1.75918 -3.94077 -6.28697 -0.388368 0.565762 -3.47087 -4.54281 0.570283 -1.90385 -4.71569 
-4.71471 0.116349 -2.02279 -2.50288 -3.6328 -0.209479 -2.80735 -0.973235 -7.08444 -0.74217 -0.104449 -4.96092 -3.78404 1.14263 -2.56937 -2.28817 -4.2316 0.495228 -2.05981 -2.04473 -7.06898 0.412568 0.402618 -4.21715 -2.99919 -0.184588 -3.23233 -1.60076 -1.73987 -1.01134 -4.38274 0.650156 -3.73804 -0.517384 -2.75736 -1.31871 -5.75316 0.448501 -0.768649 -2.50963 -4.60371 -0.201374 -1.92908 -2.27516 -3.80633 -0.106977 -2.02831 -3.50714 -3.8842 0.26767 -2.15628 -1.6192 -2.90874 -0.361788 -3.73245 -0.665158 -5.19281 0.699559 -0.997994 -1.67965 -3.84174 -0.202744 -2.85341 -1.4728 18.8786 -7.61565 -9.29773 -23.2468 -1.91194 -0.349356 1.92911 -3.86038 -5.08442 -0.326777 -0.766742 -2.45508 -3.80201 0.206922 -2.52731 -2.3059 
-3.68803 0.148116 -2.20809 -2.06975 -2.39836 0.0639859 -2.91803 -1.32442 -2.76519 0.215761 -2.21929 -1.86274 -2.83486 0.201889 -2.26257 -1.79702 -2.91105 0.302831 -2.35936 -1.71184 -6.48421 0.383471 0.0426497 -3.89836 -2.96534 -0.235324 -3.20936 -1.03751 -2.79448 -0.0361216 -2.79069 -1.26432 -2.99558 -0.151253 -2.80888 -1.30538 -3.21405 0.259682 -2.03935 -1.91515 -4.45558 -0.0999936 -1.99371 -2.15967 -3.75676 -0.115469 -2.11004 -3.25753 -3.75851 0.188812 -2.18426 -1.45166 -2.5135 -0.18633 -3.24047 -1.26842 -4.33597 0.541177 -1.45444 -1.70915 -3.51191 -0.19962 -2.96784 -1.29543 2.04271 -1.52845 -3.88366 -6.53469 -1.94037 -0.287273 1.48035 -3.6293 -4.51255 -0.21129 -1.19085 -2.23624 -3.24756 0.185763 -2.47574 -1.85697 
-3.55112 0.147662 -2.22122 -1.99752 -2.23286 0.0811092 -2.82244 -1.28636 -2.24026 0.281192 -2.3967 -1.40347 -2.12369 -0.065868 -1.99278 -0.891105 -2.63735 0.231118 -2.32374 -1.51181 -5.79503 0.322312 -0.273696 -3.40902 -2.85523 -0.217281 -3.06507 -0.938398 -2.4985 0.0648832 -2.1959 -1.14287 -2.74591 -0.0928467 -2.65945 -1.188 -2.35023 0.0938554 -2.11805 -1.21569 -3.35271 -0.0583712 -1.97812 -1.47805 -3.18552 -0.0883303 -2.06432 -2.38715 -3.08 0.0976272 -2.0954 -1.13121 -2.03173 -0.0296967 -2.04274 -0.786355 -3.12157 0.247957 -1.73821 -1.20021 -2.66235 -0.106465 -2.42113 -0.929172 -3.39207 0.466338 -1.54904 0.571722 -1.98778 -0.125733 -0.626962 -1.81569 -3.66404 -0.142111 -1.4719 -1.71389 -2.41026 0.0472602 -2.13359 -1.05082 
-1.94137 -0.0054167 -1.80009 -0.649926 -1.98103 0.0210815 -2.12854 -0.825756 -1.85045 0.016986 -1.84467 -0.608148 -2.00071 -0.0817236 -1.92111 -0.737815 -2.30828 0.12745 -2.1043 -1.12718 -3.31802 0.110174 -1.22858 -1.62819 -2.53593 -0.151388 -2.64622 -0.818661 -2.45788 0.0736066 -2.12903 -1.12095 -2.39384 -0.0571398 -2.31371 -0.951541 -2.13489 0.0483166 -2.03372 -0.976133 -2.88325 -0.0432383 -1.92777 -1.19393 -2.64575 -0.0579751 -1.95412 -1.63851 -2.44427 0.0363483 -1.93674 -0.843796 -1.94936 -0.0104666 -1.86558 -0.695428 -2.5962 0.134115 -1.7792 -0.951388 -2.37051 -0.072687 -2.19757 -0.803241 -2.98596 0.365957 -1.45824 0.556752 -1.9538 -0.0714444 -1.22745 -1.21855 -3.42432 -0.124043 -1.52641 -1.56433 -1.981 -0.00550474 -1.86995 -0.672693 
-1.70803 -0.0284824 -1.77381 -0.445776 -1.85405 -0.00300405 -1.97278 -0.63767 -1.77495 -0.0196863 -1.79259 -0.484643 -1.89716 -0.0706131 -1.89747 -0.626558 -2.11865 0.0774911 -2.02295 -0.907879 -2.35421 0.0260502 -1.59785 -0.911512 -2.192 -0.103109 -2.32282 -0.651318 -1.93535 0.00342772 -1.94674 -0.637455 -1.79655 -0.036517 -1.92958 -0.490929 -1.82373 -0.00762395 -1.91851 -0.587746 -1.95887 -0.0358141 -1.87429 -0.582853 -2.22873 -0.046446 -1.90845 -1.09959 -1.7606 -0.0265895 -1.86021 -0.449933 -1.6879 -0.0304285 -1.84336 -0.409808 -2.30594 0.0795455 -1.80406 -0.781908 -2.08461 -0.0556053 -2.05255 -0.638446 -1.89843 0.0380871 -1.76802 -0.191217 -1.92346 -0.0626169 -1.34659 -1.08104 -3.3543 -0.119906 -1.54061 -1.5185 -1.76061 -0.0273704 -1.83829 -0.473265 
